1	5	26	2	2.300000	4000	37871	16	1	2023
2	3	59	32	8.900000	19000	120954	26	1	2024
3	12	47	33	2.800000	16000	11670	12	4	2023
4	18	10	21	5.100000	5500	72497	26	4	2023
5	9	14	22	8.400000	18500	19120	1	3	2023
6	15	53	19	4.900000	7500	82279	8	4	2023
7	13	35	18	6.200000	18000	28165	10	5	2024
8	6	26	16	0.500000	10500	78081	3	2	2024
9	20	29	27	5.200000	10000	74710	16	3	2023
10	7	56	23	1.200000	20000	69512	4	12	2023
11	20	29	22	5.600000	18500	18724	29	3	2023
12	19	61	30	2.000000	5500	113879	17	4	2023
13	2	48	16	6.600000	8000	76803	5	11	2023
14	7	60	29	1.500000	10200	124148	21	1	2024
15	19	26	14	2.200000	6500	37190	12	11	2023
16	18	3	14	8.200000	10200	87082	12	8	2023
17	13	45	22	0.600000	9500	133436	24	7	2023
18	1	2	17	5.400000	15000	107247	4	3	2024
19	19	55	28	8.800000	10000	31726	25	2	2024
20	18	3	30	3.700000	14000	57948	3	3	2024
21	15	9	13	1.600000	10500	129767	27	5	2023
22	9	18	12	0.100000	7500	23654	5	4	2023
23	18	26	17	7.100000	2000	21761	26	4	2024
24	1	25	33	7.900000	18000	118991	7	2	2023
25	12	45	2	1.700000	15000	29592	29	5	2024
26	12	26	23	2.800000	2000	16941	24	4	2024
27	8	49	23	8.200000	9500	118180	4	5	2023
28	6	13	5	6.800000	6000	51500	23	4	2023
29	17	40	23	7.300000	18500	26767	9	10	2023
30	16	69	33	4.600000	1000	54189	27	3	2024
31	2	8	5	5.400000	6500	29678	10	10	2023
32	8	70	13	7.900000	17500	127106	24	7	2023
33	4	50	5	3.000000	9500	69384	3	4	2024
34	1	54	20	3.700000	19000	17932	7	1	2023
35	14	3	31	6.600000	12500	119983	18	12	2023
36	19	33	28	0.900000	3000	45572	7	2	2023
37	9	4	23	0.600000	5500	115565	5	1	2024
38	1	54	20	8.100000	10200	138375	29	8	2023
39	20	4	27	8.000000	18500	28886	2	2	2023
40	16	53	38	9.300000	20000	50255	28	4	2024
41	12	7	27	6.100000	12500	135255	29	4	2024
42	17	49	2	3.900000	5500	129073	15	6	2023
43	1	48	30	7.600000	10500	44123	29	5	2023
44	19	36	3	0.200000	9000	129694	24	2	2023
45	20	9	10	1.500000	3000	129824	16	4	2023
46	8	65	40	5.900000	6000	131606	1	2	2023
47	5	8	3	1.100000	5000	75648	19	11	2023
48	6	11	28	9.100000	8500	18224	13	7	2023
49	12	25	14	6.200000	5000	39114	11	5	2023
50	6	50	32	5.000000	11500	73645	8	5	2024
51	17	62	11	4.200000	4000	93407	15	4	2023
52	11	1	25	8.900000	1000	61394	19	12	2023
53	15	10	4	8.900000	12500	66009	19	2	2024
54	9	7	23	1.300000	4000	110577	30	3	2024
55	14	13	25	6.300000	19500	77987	2	11	2023
56	15	24	15	3.100000	11000	59196	26	1	2023
57	6	56	25	8.600000	7000	25405	4	2	2023
58	18	44	8	9.100000	4000	106158	9	5	2024
59	13	25	39	9.500000	0	133818	22	7	2023
60	8	38	29	4.500000	19000	25104	20	9	2023
61	1	62	2	2.300000	11500	92526	3	7	2023
62	19	25	3	2.400000	0	50670	17	5	2024
63	19	23	16	7.900000	14000	30054	9	5	2023
64	18	19	37	3.400000	13000	122492	26	4	2024
65	16	21	17	1.400000	10000	81143	13	6	2023
66	16	45	32	2.500000	14000	30526	4	10	2023
67	20	64	23	6.200000	15500	83368	22	7	2023
68	7	20	17	2.100000	10200	121773	16	10	2023
69	4	10	16	8.300000	11000	37192	25	4	2023
70	15	61	25	9.200000	18500	32565	27	1	2024
71	14	56	15	0.200000	9500	131347	8	2	2024
72	6	22	28	1.800000	3000	18465	25	2	2023
73	1	60	38	7.600000	18500	12669	11	4	2024
74	19	8	33	7.800000	14000	28995	9	8	2023
75	19	59	1	3.900000	17500	84508	31	10	2023
76	19	9	39	1.700000	6500	60213	18	2	2024
77	10	41	4	0.200000	0	46614	9	1	2024
78	2	21	15	2.800000	7000	92863	12	9	2023
79	11	11	13	1.600000	11500	47403	1	9	2023
80	16	10	28	9.200000	10200	93039	6	4	2024
81	4	48	15	1.000000	16000	80694	6	1	2023
82	4	12	39	1.900000	1000	16412	8	4	2023
83	7	37	25	10.000000	8000	64024	12	5	2024
84	9	49	36	1.600000	15000	22496	13	7	2023
85	7	28	31	6.500000	19500	95303	21	7	2023
86	8	58	40	7.000000	8000	40319	29	9	2023
87	11	34	18	5.800000	4000	12514	27	1	2024
88	14	38	18	4.000000	9000	109528	30	3	2023
89	13	51	20	9.000000	15000	133574	25	3	2024
90	12	51	7	5.900000	5000	105553	7	2	2023
91	19	11	40	2.700000	7000	88764	12	4	2023
92	12	66	5	2.000000	10500	118497	12	9	2023
93	20	60	10	2.700000	11000	82855	4	5	2023
94	19	31	16	7.300000	0	35023	23	10	2023
95	12	18	24	7.900000	15000	98053	19	2	2024
96	1	41	1	1.100000	11000	27162	5	10	2023
97	4	6	33	8.600000	20000	55086	24	6	2023
98	10	68	6	4.300000	7000	71300	27	9	2023
99	14	56	36	4.900000	5000	55109	14	10	2023
100	13	22	13	4.400000	10200	135644	24	3	2023
101	15	62	15	5.200000	14000	82233	21	4	2023
102	6	25	24	7.400000	10500	30050	12	1	2024
103	7	4	7	7.600000	15500	77713	17	3	2023
